Drug,Gene
AZD7762,SPATA31D1
AZD7762,IL12RB2
AZD7762,P2RY14
AZD7762,SLC4A9
AZD7762,DSC1
AZD7762,IQGAP3
AZD7762,COPA
AZD7762,LPO
AZD7762,PLEKHG1
AZD7762,C6orf120
AZD7762,HEYL
AZD7762,CALCB
AZD7762,VTCN1
AZD7762,MYOZ1
AZD7762,CTIF
AZD7762,CD14
AZD7762,SCAF8
AZD7762,C19orf57
AZD7762,RAB27A
AZD7762,ZNF469
AZD7762,C8orf46
AZD7762,TRMT10B
AZD7762,CXorf40A
AZD7762,RIMS3
AZD7762,RNASE9
AZD7762,RNF38
AZD7762,ZNF131
AZD7762,CALML5
AZD7762,CYP4X1
AZD7762,SMARCA2
AZD7762,LYPD5
AZD7762,NEK1
AZD7762,PLEKHG4B
AZD7762,SCFD2
AZD7762,Unnamed: 16578
AZD7762,GTSF1L
AZD7762,FGD1
AZD7762,BSPRY
AZD7762,MBD2
AZD7762,TSPAN19
AZD7762,KRTAP5-5
AZD7762,C1orf94
AZD7762,TAZ
AZD7762,ELAVL2
AZD7762,LINC00518
AZD7762,RCAN3
AZD7762,ISLR
AZD7762,FAM83F
AZD7762,LALBA
AZD7762,HYDIN
AZD7762,GDF10
AZD7762,RAPGEF5
AZD7762,SPEG
AZD7762,PRUNE
AZD7762,HRASLS
AZD7762,TMEM185A
AZD7762,NFKB1
AZD7762,GPR64
AZD7762,LGR6
AZD7762,DOCK2
AZD7762,FAM198A
AZD7762,NBR1
AZD7762,C1orf105
AZD7762,NRDE2
AZD7762,FOXL2
AZD7762,NUFIP1
AZD7762,PXDNL
AZD7762,CAMK1D
AZD7762,DHRS7
AZD7762,ST3GAL2
AZD7762,GFRA2
AZD8186,CENPT
AZD8186,ATP8B2
AZD8186,HTATIP2
AZD8186,CTSH
AZD8186,WDR1
AZD8186,EXOC6B
AZD8186,CAPZB
AZD8186,TFPT
AZD8186,CYP1A1
AZD8186,RAG1
AZD8186,WEE1
AZD8186,PCOLCE
AZD8186,MXD4
AZD8186,INSL4
AZD8186,ATP5F1
AZD8186,TMEM39A
AZD8186,COL5A1
AZD8186,UBXN6
AZD8186,METTL22
AZD8186,ZNF699
AZD8186,STK32B
AZD8186,BTK
AZD8186,EIF5
AZD8186,ITGA8
AZD8186,CDNF
AZD8186,TRNP1
AZD8186,FASTK
AZD8186,OLFML3
AZD8186,Unnamed: 17137
AZD8186,C7orf69
AZD8186,NREP
AZD8186,AHCYL1
AZD8186,RBPJ
AZD8186,HSPBP1
AZD8186,IGFBP5
AZD8186,PRAMEF12
AZD8186,PLCL1
AZD8186,ATP5SL
AZD8186,SEC61A1
AZD8186,Unnamed: 17166
AZD8186,FABP6
AZD8186,FXYD4
AZD8186,ARL2BP
AZD8186,C1orf228
AZD8186,ANO4
AZD8186,TRAV17
AZD8186,CCDC124
AZD8186,CPEB2
AZD8186,LRRC2
AZD8186,CYP4F22
AZD8186,CLNS1A
AZD8186,VPS4A
AZD8186,Unnamed: 16692
AZD8186,UPF2
AZD8186,NPPB
AZD8186,CACNA2D3
AZD8186,AMPD2
AZD8186,YIF1B
AZD8186,KY
AZD8186,TBC1D14
AZD8186,ANGPT1
AZD8186,OR4D6
AZD8186,GORASP2
AZD8186,CCDC152
AZD8186,FPR3
AZD8186,SSU72P8
AZD8186,TNFSF8
AZD8186,GRPEL1
AZD8186,SOCS7
AZD8186,RNF144A
AZD8186,ADAMTS5
AZD8186,LRRC32
AZD8186,ATF2
AZD8186,IGJ
AZD8186,GOLGA8A
AZD8186,CAPNS1
AZD8186,PTPN21
AZD8186,SHROOM2
AZD8186,KRT3
AZD8186,M6PR
AZD8186,CCDC90B
AZD8186,TSHZ3
AZD8186,GDI2
AZD8186,ACSS3
AZD8186,B4GALNT3
AZD8186,KRTAP1-5
AZD8186,NDNF
AZD8186,TCL1A
AZD8186,FAM180A
AZD8186,ITGA5
AZD8186,AKR7A2
AZD8186,MYOCD
AZD8186,ZDHHC13
AZD8186,ADIPOR2
AZD8186,ZNF37A
AZD8186,C16orf70
AZD8186,ADAMTS2
AZD8186,GJD4
AZD8186,OR4C11
AZD8186,WISP1
Afatinib,RCOR3
Afatinib,KLF1
Afatinib,GALNTL5
Afatinib,Unnamed: 17712
Afatinib,PLXNA2
Afatinib,FASLG
Afatinib,ANGEL2
Afatinib,SH3GL2
Afatinib,HPGDS
Afatinib,RBM15
Afatinib,GABRB2
Afatinib,PNLIPRP1
Afatinib,DAAM2
Afatinib,EPC2
Afatinib,OR4D11
Afatinib,C10orf128
Afatinib,Unnamed: 17312
Afatinib,NKAIN4
Afatinib,LEAP2
Afatinib,POU2AF1
Afatinib,L3MBTL4
Afatinib,NMBR
Afatinib,ZNF540
Afatinib,INPP5B
Afatinib,EML6
Afatinib,RFPL1
Afatinib,CLDN18
Afatinib,GNRHR
Afatinib,C1orf54
Afatinib,RPRD2
Afatinib,FAM47B
Afatinib,PPP1CB
Afatinib,WWC2
Afatinib,CMBL
Afatinib,SP6
Afatinib,PHF21A
Afatinib,C19orf21
Afatinib,NKAIN3
Afatinib,WDR37
Afatinib,ACTB
Afatinib,MOV10L1
Afatinib,PRRC2C
Afatinib,RGS18
Afatinib,HEPACAM
Afatinib,RAX2
Afatinib,PXN
Afatinib,TCP11
Afatinib,SLC7A1
Afatinib,GBA2
Afatinib,PTGDR
Afatinib,XKR6
Afatinib,ASXL3
Afatinib,COL22A1
Afatinib,TNFSF13B
Afatinib,ADAM9
Afatinib,NAT16
Afatinib,ZNF362
Afatinib,DEFA5
Afatinib,UTS2
Afatinib,KCNJ4
Afatinib,C15orf43
Afatinib,MRPL28
Afatinib,ZNF236
Afatinib,NPM2
Afatinib,GPR82
Afatinib,CLN5
Afatinib,NFYC
Afatinib,RUNDC3A
Afatinib,GRK6P1
Afatinib,OR10K2
Afatinib,APCDD1
Afatinib,ETV3
Afatinib,C11orf63
Afatinib,ZDHHC20
Afatinib,Unnamed: 11275
Afatinib,AMT
Afatinib,CYP26B1
Afatinib,GPT2
Afatinib,CPLX2
Afatinib,UTY
Afatinib,CRTAP
Afatinib,INTS6
Afatinib,GPN3
Afatinib,PMEL
Afatinib,IPO8
Afatinib,ACVR2A
Afatinib,CARD8
Afatinib,IL17RD
Afatinib,KCNMB1
Afatinib,MYSM1
Afatinib,USP26
Afatinib,SDE2
Afatinib,DISC1
Afatinib,INPP5E
Afatinib,GTPBP2
Afatinib,ALDH1A2
Afatinib,RBM33
Afatinib,SIGLEC9
Afatinib,CUL1
Afatinib,IL21R
Afuresertib,CCBL2
Afuresertib,SFTPD
Afuresertib,CYP1A1
Afuresertib,ADCY9
Afuresertib,STK32B
Afuresertib,KIAA0430
Afuresertib,ZNF805
Afuresertib,SCAPER
Afuresertib,TLCD1
Afuresertib,RHOQ
Afuresertib,IGFBP5
Afuresertib,HMGCLL1
Afuresertib,MED11
Afuresertib,GOLGA8A
Afuresertib,PHYH
Afuresertib,NREP
Afuresertib,TESK2
Afuresertib,CLSTN2
Afuresertib,CPEB2
Afuresertib,MGST2
Afuresertib,FAM101A
Afuresertib,NOD2
Afuresertib,ZNF587
Afuresertib,TCAIM
Afuresertib,RABL3
Afuresertib,CLEC14A
Afuresertib,TRBV10-2
Afuresertib,DBX2
Afuresertib,CTSH
Afuresertib,OR6C68
Afuresertib,ARHGAP36
Afuresertib,RANBP17
Afuresertib,ZRANB1
Afuresertib,SKAP2
Afuresertib,AGTR1
Afuresertib,NEU3
Afuresertib,TUBA3C
Afuresertib,HMMR
Afuresertib,TREX1
Afuresertib,SLC1A2
Afuresertib,GJA1
Afuresertib,SIAH1
Afuresertib,UBL7
Afuresertib,PNPLA3
Afuresertib,SYCE3
Afuresertib,CALML5
Afuresertib,TENM1
Afuresertib,ZNF304
Afuresertib,OVCH1
Afuresertib,PNP
Afuresertib,ALB
Afuresertib,HNRNPA1L2
Afuresertib,MGAT4B
Afuresertib,TMEM39A
Afuresertib,Unnamed: 17092
Afuresertib,GLUD2
Afuresertib,PTP4A2
Afuresertib,CNTD2
Afuresertib,THAP10
Afuresertib,ZNF263
Afuresertib,OR5M3
Afuresertib,ERCC4
Afuresertib,KIAA0930
Afuresertib,WDR41
Afuresertib,PRAMEF12
Afuresertib,MAGEA8
Afuresertib,FOPNL
Afuresertib,DHRS13
Afuresertib,ARL2BP
Afuresertib,HYAL2
Afuresertib,SCYL1
Afuresertib,ALDH9A1
Afuresertib,SOCS7
Afuresertib,ZMAT4
Afuresertib,PEX5L
Afuresertib,CCDC152
Afuresertib,PAGE2
Afuresertib,SUSD3
Afuresertib,METTL22
Afuresertib,SLC25A36
Afuresertib,RNF169
Afuresertib,UPP2
Afuresertib,Unnamed: 15415
Afuresertib,SPCS2
Afuresertib,KDM4B
Afuresertib,DEXI
Afuresertib,LYPD6
Afuresertib,CYB561D2
Afuresertib,ISOC2
Afuresertib,CBX3
Afuresertib,LSMD1
Afuresertib,PCDH19
Afuresertib,ABHD12B
Afuresertib,PPCDC
Afuresertib,APIP
Afuresertib,TRAPPC12
Afuresertib,ZNF547
Afuresertib,ARHGAP35
Afuresertib,ST6GALNAC1
Afuresertib,CKS2
Alpelisib,DNAJC24
Alpelisib,RFPL1
Alpelisib,DBX2
Alpelisib,TIGD1
Alpelisib,TTC17
Alpelisib,SLCO1B1
Alpelisib,DIRAS3
Alpelisib,OR4K17
Alpelisib,C12orf55
Alpelisib,PHF21A
Alpelisib,OR9A2
Alpelisib,ACSM5
Alpelisib,NBR2
Alpelisib,FBXO40
Alpelisib,LCA5L
Alpelisib,SYNPR
Alpelisib,SLC17A3
Alpelisib,CFTR
Alpelisib,PSMA4
Alpelisib,PKHD1
Alpelisib,NR3C2
Alpelisib,GRIK1
Alpelisib,EIF2C3
Alpelisib,OSBP
Alpelisib,OR8U1
Alpelisib,MLXIPL
Alpelisib,CLEC5A
Alpelisib,TTC9C
Alpelisib,AOC2
Alpelisib,MYL5
Alpelisib,CNPY3
Alpelisib,CCDC116
Alpelisib,HLA-DOA
Alpelisib,RHBDD1
Alpelisib,VN1R10P
Alpelisib,CKS2
Alpelisib,CITED1
Alpelisib,CCDC61
Alpelisib,HPGDS
Alpelisib,GRIN2B
Alpelisib,TESK2
Alpelisib,OR6C1
Alpelisib,LIPJ
Alpelisib,OR2B3
Alpelisib,KRTAP4-11
Alpelisib,FAM86C1
Alpelisib,SLC43A1
Alpelisib,TIMP4
Alpelisib,LSMD1
Alpelisib,SH3BGR
Alpelisib,PLCD4
Alpelisib,SLC5A12
Alpelisib,PCDHB16
Alpelisib,SCUBE2
Alpelisib,USE1
Alpelisib,RPS24
Alpelisib,HOXA3
Alpelisib,TCTEX1D1
Alpelisib,TMEM258
Alpelisib,BCS1L
Alpelisib,ACAD8
Alpelisib,PFN1
Alpelisib,DYRK1A
Alpelisib,TMEM14A
Alpelisib,EIF2C4
Alpelisib,C1orf158
Alpelisib,FAM134A
Alpelisib,PGGT1B
Alpelisib,ACTB
Alpelisib,KIAA0825
Alpelisib,TRAPPC1
Alpelisib,RAB41
Alpelisib,MTERFD2
Alpelisib,IFNA2
Alpelisib,TMEM207
Alpelisib,ST8SIA3
Alpelisib,NANOS1
Alpelisib,PPP1R32
Alpelisib,C22orf39
Alpelisib,NMNAT3
Alpelisib,NDUFA10
Alpelisib,YWHAQ
Alpelisib,ZMYM4
Alpelisib,EXOC5P1
Alpelisib,SUSD4
Alpelisib,CNTROB
Alpelisib,PGLYRP2
Alpelisib,STK16
Alpelisib,TUBA3E
Alpelisib,CXCL9
Alpelisib,ZNF790
Alpelisib,MCM3
Alpelisib,TRIP12
Alpelisib,ASIC5
Alpelisib,SPAG16
Alpelisib,NUP50
Alpelisib,GPR35
Alpelisib,TMEM161B
Alpelisib,HDGFL1
Alpelisib,FAM183A
Avagacestat,CCR6
Avagacestat,SEMA3F
Avagacestat,DTWD2
Avagacestat,SLC13A4
Avagacestat,TMEM69
Avagacestat,GAREM
Avagacestat,ALPK1
Avagacestat,KRTAP1-1
Avagacestat,SYNGAP1
Avagacestat,RCAN3
Avagacestat,MS4A1
Avagacestat,SPATA13
Avagacestat,LDHC
Avagacestat,PPAT
Avagacestat,C1QBP
Avagacestat,DENND1B
Avagacestat,KDELC1
Avagacestat,MBNL3
Avagacestat,WIF1
Avagacestat,LSM7
Avagacestat,GAS6
Avagacestat,GAS2L2
Avagacestat,AKAP5
Avagacestat,DLG3
Avagacestat,FADD
Avagacestat,REEP5
Avagacestat,BSX
Avagacestat,HTR4
Avagacestat,TCL1A
Avagacestat,DNTT
Avagacestat,DNASE1L1
Avagacestat,OR2D2
Avagacestat,NOP58
Avagacestat,MRPL50
Avagacestat,ARHGEF38
Avagacestat,SLC11A2
Avagacestat,TBX21
Avagacestat,CXorf40A
Avagacestat,FAM150B
Avagacestat,DZIP1
Avagacestat,VPREB1
Avagacestat,LEUTX
Avagacestat,CANT1
Avagacestat,LCE2D
Avagacestat,FPR3
Avagacestat,KIAA1191
Avagacestat,TEX10
Avagacestat,PELP1
Avagacestat,MYO6
Avagacestat,PAICS
Avagacestat,ANP32B
Avagacestat,IPO5
Avagacestat,INSL4
Avagacestat,LMNB2
Avagacestat,ARRB1
Avagacestat,LDLRAP1
Avagacestat,CIITA
Avagacestat,FSD1
Avagacestat,SPATA24
Avagacestat,IGSF3
Avagacestat,RPL28
Avagacestat,FOXK1
Avagacestat,MLLT3
Avagacestat,GCHFR
Avagacestat,SLC16A6
Avagacestat,GRHL2
Avagacestat,C11orf85
Avagacestat,GALNT6
Avagacestat,BTF3
Avagacestat,C17orf105
Avagacestat,PRLR
Avagacestat,PRAMEF12
Avagacestat,DHRS7
Avagacestat,PFN1
Avagacestat,INA
Avagacestat,CD70
Avagacestat,NAT14
Avagacestat,PCDH8
Avagacestat,SETDB2
Avagacestat,NUP88
Avagacestat,CMTM8
Avagacestat,WTIP
Avagacestat,MID2
Avagacestat,CPT1C
Avagacestat,Unnamed: 7861
Avagacestat,CNTNAP5
Avagacestat,TNFSF8
Avagacestat,Unnamed: 17439
Avagacestat,WFDC12
Avagacestat,IRF7
Avagacestat,SLC22A20
Avagacestat,PTTG3P
Avagacestat,FAM92A1P1
Avagacestat,DAAM1
Avagacestat,ZG16B
Avagacestat,FGF13
Avagacestat,SARS2
Avagacestat,PA2G4
Avagacestat,SLC6A14
Avagacestat,PPP1R12C
Axitinib,PPP1R3B
Axitinib,DMRTA2
Axitinib,ATP1B3
Axitinib,NAALADL2
Axitinib,ZNF77
Axitinib,ISOC2
Axitinib,KCNRG
Axitinib,TNFSF9
Axitinib,T
Axitinib,Unnamed: 13698
Axitinib,GLCE
Axitinib,FAM134B
Axitinib,ARHGEF33
Axitinib,CD70
Axitinib,ESCO1
Axitinib,FBXO39
Axitinib,FPR1
Axitinib,SNAI3
Axitinib,CHRM5
Axitinib,TAF6
Axitinib,RIC8A
Axitinib,CHMP2B
Axitinib,DNAH6
Axitinib,HAS3
Axitinib,SYNRG
Axitinib,POGLUT1
Axitinib,ZNF584
Axitinib,HAO1
Axitinib,SLFN5
Axitinib,DPT
Axitinib,Unnamed: 16848
Axitinib,ALDH3A1
Axitinib,HOXA7
Axitinib,DDX52
Axitinib,HMX2
Axitinib,TAOK1
Axitinib,SAG
Axitinib,TAS1R3
Axitinib,C1orf101
Axitinib,KRT13
Axitinib,FAM183B
Axitinib,NTN5
Axitinib,HOXA13
Axitinib,KBTBD11
Axitinib,WDR65
Axitinib,IKZF3
Axitinib,FTO
Axitinib,GTF3C3
Axitinib,UBIAD1
Axitinib,DHRS7
Axitinib,RASGRP1
Axitinib,SLC47A1
Axitinib,GCG
Axitinib,KRTAP5-5
Axitinib,PM20D1
Axitinib,MT4
Axitinib,RAB9B
Axitinib,SYNGAP1
Axitinib,ADCY8
Axitinib,OR1L3
Axitinib,MS4A1
Axitinib,ZNF595
Axitinib,C14orf166B
Axitinib,PRAMEF12
Axitinib,FPR3
Axitinib,IDS
Axitinib,ZSCAN22
Axitinib,GPBP1
Axitinib,MAB21L3
Axitinib,LYRM7
Axitinib,Unnamed: 14978
Axitinib,HSPD1
Axitinib,MED24
Axitinib,GIMAP6
Axitinib,PDE6A
Axitinib,Unnamed: 16982
Axitinib,SPATA13
Axitinib,RCAN3
Axitinib,INSL4
Axitinib,CA4
Axitinib,CSNK1G2-AS1
Axitinib,RNF150
Axitinib,LYPD2
Axitinib,PSPC1
Axitinib,DRAXIN
Axitinib,WSCD2
Axitinib,CECR2
Axitinib,ZNF586
Axitinib,S1PR5
Axitinib,HRASLS5
Axitinib,CNTN3
Axitinib,TLL1
Axitinib,PPYR1
Axitinib,ATP5F1
Axitinib,LIMCH1
Axitinib,Unnamed: 13394
Axitinib,UBAC1
Axitinib,MYO1B
Axitinib,BCO2
Axitinib,TNC
BIBR-1532,Unnamed: 17697
BIBR-1532,SNTB2
BIBR-1532,GDI2
BIBR-1532,COPS7B
BIBR-1532,MS4A1
BIBR-1532,METTL25
BIBR-1532,TMCO2
BIBR-1532,MRPL45
BIBR-1532,TAF13
BIBR-1532,SCAPER
BIBR-1532,ANKS1B
BIBR-1532,PACS2
BIBR-1532,NONO
BIBR-1532,EIF4E3
BIBR-1532,C9orf139
BIBR-1532,RETSAT
BIBR-1532,DHX38
BIBR-1532,SEMA3F
BIBR-1532,GABARAPL2
BIBR-1532,Unnamed: 17079
BIBR-1532,PIGL
BIBR-1532,FBXO39
BIBR-1532,KY
BIBR-1532,CCDC12
BIBR-1532,VIMP
BIBR-1532,POFUT2
BIBR-1532,SOCS7
BIBR-1532,VPS4A
BIBR-1532,EOGT
BIBR-1532,SLC28A2
BIBR-1532,ESYT2
BIBR-1532,AMPD2
BIBR-1532,AGAP2
BIBR-1532,ZNF124
BIBR-1532,UBE2Q2
BIBR-1532,PDAP1
BIBR-1532,TMEM167B
BIBR-1532,INO80
BIBR-1532,PDP2
BIBR-1532,ZFAND4
BIBR-1532,ZDHHC7
BIBR-1532,PRAMEF12
BIBR-1532,PRAMEF2
BIBR-1532,RPUSD2
BIBR-1532,RASSF8
BIBR-1532,TNFSF15
BIBR-1532,TADA2A
BIBR-1532,LIFR
BIBR-1532,GCSAM
BIBR-1532,E2F4
BIBR-1532,PTPRJ
BIBR-1532,SIGLEC10
BIBR-1532,SLC9B1
BIBR-1532,PRDM14
BIBR-1532,SETDB2
BIBR-1532,SIGLEC7
BIBR-1532,BEND2
BIBR-1532,IMPDH2
BIBR-1532,TRBV9
BIBR-1532,C1orf50
BIBR-1532,OR4N3P
BIBR-1532,GLTP
BIBR-1532,MARC1
BIBR-1532,MTMR1
BIBR-1532,TCAIM
BIBR-1532,IRF4
BIBR-1532,PKP3
BIBR-1532,TMEM25
BIBR-1532,MAP1LC3B
BIBR-1532,LRIG2
BIBR-1532,LINS
BIBR-1532,CRNN
BIBR-1532,TCL1A
BIBR-1532,PASD1
BIBR-1532,EXOSC9
BIBR-1532,UBE2U
BIBR-1532,BDH1
BIBR-1532,SMIM3
BIBR-1532,FPR3
BIBR-1532,CASP6
BIBR-1532,TFF2
BIBR-1532,RYR2
BIBR-1532,CYGB
BIBR-1532,Unnamed: 17703
BIBR-1532,TNFSF8
BIBR-1532,COL5A1
BIBR-1532,APEX1
BIBR-1532,COX4I1
BIBR-1532,CCR7
BIBR-1532,CCR6
BIBR-1532,C1orf228
BIBR-1532,WDR6
BIBR-1532,CALML5
BIBR-1532,Unnamed: 1871
BIBR-1532,CYB5B
BIBR-1532,PHF1
BIBR-1532,SSU72P8
BIBR-1532,LYL1
BIBR-1532,CENPT
BIBR-1532,STK3
BMS-536924,SARS2
BMS-536924,SPATA31D1
BMS-536924,PDLIM7
BMS-536924,GZMH
BMS-536924,P2RY14
BMS-536924,NBL1
BMS-536924,OR6C76
BMS-536924,SLC16A11
BMS-536924,MCHR1
BMS-536924,EIF3J
BMS-536924,AKAP4
BMS-536924,SLC26A5
BMS-536924,CCDC102A
BMS-536924,GTSF1L
BMS-536924,Unnamed: 16578
BMS-536924,STX8
BMS-536924,TMEM185A
BMS-536924,SCP2D1
BMS-536924,SYNGAP1
BMS-536924,C6orf106
BMS-536924,GK5
BMS-536924,SOGA1
BMS-536924,PDCL2
BMS-536924,ST3GAL2
BMS-536924,C5orf47
BMS-536924,LARP4B
BMS-536924,ITM2C
BMS-536924,VN1R10P
BMS-536924,MLLT3
BMS-536924,IGSF1
BMS-536924,BRWD3
BMS-536924,CD3E
BMS-536924,AVEN
BMS-536924,CIDEA
BMS-536924,GLOD4
BMS-536924,ASB17
BMS-536924,SHISA7
BMS-536924,STMN4
BMS-536924,RNF11
BMS-536924,CALN1
BMS-536924,RCAN3
BMS-536924,CD14
BMS-536924,LRCH4
BMS-536924,C17orf72
BMS-536924,TP53I11
BMS-536924,SLC2A5
BMS-536924,KLF1
BMS-536924,GNPDA1
BMS-536924,SLC13A4
BMS-536924,DENND1B
BMS-536924,SLC38A9
BMS-536924,GDPD2
BMS-536924,SLC8A2
BMS-536924,OR5H1
BMS-536924,CYP4A11
BMS-536924,EIF2C1
BMS-536924,LSMD1
BMS-536924,GNAO1
BMS-536924,MKNK1
BMS-536924,TRMT2B
BMS-536924,CXorf40A
BMS-536924,DGKZ
BMS-536924,BSX
BMS-536924,ACY3
BMS-536924,SYT12
BMS-536924,SYT9
BMS-536924,SOBP
BMS-536924,PAGE5
BMS-536924,WDR16
BMS-536924,Unnamed: 17328
BMS-536924,CACNG3
BMS-536924,ZMYM6
BMS-536924,CCR6
BMS-536924,HMGN2P46
BMS-536924,CRY2
BMS-536924,NUDCD3
BMS-536924,NUAK1
BMS-536924,CTSL3P
BMS-536924,KRTAP10-10
BMS-536924,RTN3P1
BMS-536924,RERG
BMS-536924,BRD7P3
BMS-536924,LDLRAD2
BMS-536924,AIPL1
BMS-536924,TLX2
BMS-536924,C17orf85
BMS-536924,HSPB6
BMS-536924,SHBG
BMS-536924,TNNC1
BMS-536924,WDR37
BMS-536924,PRRX2
BMS-536924,SLC25A26
BMS-536924,WFIKKN2
BMS-536924,OR4A5
BMS-536924,OR6P1
BMS-536924,OR56A3
BMS-536924,RCBTB2
BMS-536924,TRNT1
BMS-536924,TEX10
BMS-536924,OLA1
BMS-754807,UBE2U
BMS-754807,P2RY14
BMS-754807,STMN4
BMS-754807,KLF1
BMS-754807,KRTAP17-1
BMS-754807,CARKD
BMS-754807,CCDC114
BMS-754807,GLRA3
BMS-754807,RASGRP1
BMS-754807,POU5F1P3
BMS-754807,TNS3
BMS-754807,ZNFX1
BMS-754807,TPGS2
BMS-754807,STPG2
BMS-754807,AXDND1
BMS-754807,OR6C76
BMS-754807,MBD2
BMS-754807,PM20D1
BMS-754807,C5orf48
BMS-754807,CALN1
BMS-754807,GUCA2A
BMS-754807,GALM
BMS-754807,SYNGAP1
BMS-754807,MS4A12
BMS-754807,FN3KRP
BMS-754807,SLC25A19
BMS-754807,ASB14
BMS-754807,SCP2D1
BMS-754807,ZNF77
BMS-754807,DDO
BMS-754807,ATP10A
BMS-754807,STPG1
BMS-754807,MBNL3
BMS-754807,KRT73
BMS-754807,WNT1
BMS-754807,ARPP21
BMS-754807,C1orf101
BMS-754807,SP4
BMS-754807,SAMD13
BMS-754807,IKBKAP
BMS-754807,RNF138
BMS-754807,SHBG
BMS-754807,ATXN3L
BMS-754807,ARMC9
BMS-754807,LRRC36
BMS-754807,DEFB135
BMS-754807,DMRTA2
BMS-754807,PDZRN4
BMS-754807,ZNF684
BMS-754807,SHISA7
BMS-754807,STRA13
BMS-754807,GAS2L1
BMS-754807,TMEM55A
BMS-754807,TRIB1
BMS-754807,MAP3K14
BMS-754807,H1FX-AS1
BMS-754807,CD14
BMS-754807,IQSEC3
BMS-754807,KRT6C
BMS-754807,AKAP4
BMS-754807,G6PC2
BMS-754807,GZMH
BMS-754807,RPS6KA4
BMS-754807,LRCH4
BMS-754807,PDP2
BMS-754807,EIF3H
BMS-754807,MYO5B
BMS-754807,GDPD2
BMS-754807,DDX27
BMS-754807,OR4N3P
BMS-754807,SLC16A11
BMS-754807,NPHP4
BMS-754807,ARFGEF2
BMS-754807,CECR2
BMS-754807,HIST1H1D
BMS-754807,OR11G2
BMS-754807,GFM2
BMS-754807,PPIH
BMS-754807,KIF24
BMS-754807,ZNF844
BMS-754807,ZNF597
BMS-754807,MTFR1
BMS-754807,LCE2D
BMS-754807,PCYT2
BMS-754807,SQSTM1
BMS-754807,GTF2A1
BMS-754807,TAOK1
BMS-754807,THEMIS
BMS-754807,Unnamed: 17216
BMS-754807,CCNL1
BMS-754807,TFE3
BMS-754807,PLA2G5
BMS-754807,TAF6
BMS-754807,CCDC172
BMS-754807,GABBR2
BMS-754807,OR52E2
BMS-754807,HES4
BMS-754807,KRTAP10-11
BMS-754807,TMEM181
BMS-754807,RBAK
Bortezomib,ZNF480
Bortezomib,FAM26F
Bortezomib,PCDH8
Bortezomib,SP4
Bortezomib,P2RY14
Bortezomib,PILRA
Bortezomib,FOXI2
Bortezomib,AXDND1
Bortezomib,L3MBTL4
Bortezomib,CD2BP2
Bortezomib,ZYG11B
Bortezomib,RNF38
Bortezomib,CHCHD5
Bortezomib,ZNF77
Bortezomib,ARHGAP21
Bortezomib,SRRM1
Bortezomib,RNF115
Bortezomib,TFCP2L1
Bortezomib,RASGRP1
Bortezomib,ST3GAL3
Bortezomib,MFGE8
Bortezomib,CEP85
Bortezomib,RIMS3
Bortezomib,GFRA3
Bortezomib,PPP2R5A
Bortezomib,UBXN2A
Bortezomib,TNFSF13B
Bortezomib,HAPLN3
Bortezomib,KLF1
Bortezomib,MEGF10
Bortezomib,SCFD2
Bortezomib,C1orf94
Bortezomib,FAM136BP
Bortezomib,F8
Bortezomib,KCNQ5
Bortezomib,COQ4
Bortezomib,MRAP2
Bortezomib,ABCA13
Bortezomib,ZNF668
Bortezomib,GAB2
Bortezomib,C8orf46
Bortezomib,LALBA
Bortezomib,HECW2
Bortezomib,GDF10
Bortezomib,CX3CR1
Bortezomib,KATNAL1
Bortezomib,MRPS35
Bortezomib,RPS26
Bortezomib,TBX21
Bortezomib,GTSF1L
Bortezomib,EMC4
Bortezomib,OR11G2
Bortezomib,FAM221A
Bortezomib,DUSP27
Bortezomib,C1orf186
Bortezomib,APCDD1L
Bortezomib,ANKRD36
Bortezomib,CNTD2
Bortezomib,KCNC4
Bortezomib,KHDC3L
Bortezomib,YIPF3
Bortezomib,C12orf43
Bortezomib,KIDINS220
Bortezomib,MFAP1
Bortezomib,SPATA31D1
Bortezomib,SLC39A7
Bortezomib,STAT5A
Bortezomib,MPDU1
Bortezomib,ZNF454
Bortezomib,BSND
Bortezomib,RECK
Bortezomib,VPS52
Bortezomib,UVRAG
Bortezomib,URM1
Bortezomib,Unnamed: 13785
Bortezomib,NFS1
Bortezomib,C12orf76
Bortezomib,FUNDC1
Bortezomib,CYC1
Bortezomib,ASCC1
Bortezomib,CIDEA
Bortezomib,ZBTB5
Bortezomib,OR4A5
Bortezomib,CNKSR2
Bortezomib,NR2C2
Bortezomib,ALDH16A1
Bortezomib,GFM2
Bortezomib,AMOT
Bortezomib,C2orf82
Bortezomib,CD52
Bortezomib,LARP4B
Bortezomib,ARTN
Bortezomib,C6orf120
Bortezomib,CHSY1
Bortezomib,SYN2
Bortezomib,NBEAL1
Bortezomib,ZNF701
Bortezomib,ROCK1
Bortezomib,MRPS18A
Bortezomib,RNF150
Bosutinib,RETSAT
Bosutinib,RAP2A
Bosutinib,BTF3
Bosutinib,RNF128
Bosutinib,IPO5
Bosutinib,KDELC1
Bosutinib,RCAN3
Bosutinib,SLFN13
Bosutinib,BIVM
Bosutinib,ZNF775
Bosutinib,LDLRAP1
Bosutinib,OR2M5
Bosutinib,CLYBL
Bosutinib,EAF2
Bosutinib,TMEM87A
Bosutinib,ST3GAL2
